,score,text,cityName
19,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
20,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
21,0,"RT @daniiiok: @almundo_ar mi hotel se comunicó conmigo indicando que canceló mi reserva en París, y que devuelve el dinero sin demoras. Hoy…",Paris
22,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
23,0,RT @smartertrader: Let’s see you own a hotel. You paid if 100m. It makes 2m a yr/ after all expenses. You  say this is great cash flow. You…,Paris
24,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
25,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
26,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
27,0,Let’s see you own a hotel. You paid if 100m. It makes 2m a yr/ after all expenses. You  say this is great cash flow… https://t.co/qV0mnqKbQG,Paris
28,0,RT @madeofsilk: fly to paris and bring me cheesecake from hôtel costes and peonies so i know it’s real.,Paris
29,0,YO QUIERO COMERTE EN FRANCIA EN UN HOTEL DE PARIS ASI,Paris
30,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
31,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
32,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
33,0,RT @aletepoz: @isabellemexico Cree que los todos empresarios (igual que el) pueden vivir meses en un hotel de lujo en Paris.,Paris
34,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
35,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
36,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
37,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
38,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
39,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
40,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
41,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
42,1,"RT @Parisidftn: Le Grand Hôtel, Boulevard des Capucines, Paris, 1864 and today. Still grand in 2020! Thanks to @ParisAMDParis for historic…",Paris
43,0,"n 1996, Amschel Rothschild (above) was found hanged at the Hotel Bristol in Paris

""French police have determined t… https://t.co/oieU12bIGk",Paris
44,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
45,0,2019-10 Paris trip: Return bus tickets on Le Bus Direct cost €31 per person for the comfy trips between CDG and Gar… https://t.co/cWErQFv9Fu,Paris
46,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
47,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
48,0,"RT @architecturehub: Hôtel de la Païva. Paris, France
https://t.co/TJVfi1uIMq https://t.co/adXpLFOKPK",Paris
49,0,Bella Hadid Leaves Her Hotel in Paris 03/04/2017 https://t.co/57oACD9vBi https://t.co/VgeueVqi2D,Paris
50,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
51,0,"RT @adrenaline1001: Wuhan et même l’Italie ont construit d’urgence des hôpitaux..
<U+274C>Or le Val de Grace et l’hôtel Dieu à Paris restent fermé…",Paris
52,0,"L an passé, un tiers de l Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en bo… https://t.co/A03DYCh68I",Paris
53,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
54,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
55,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
56,0,Coronavirus : L'Hôtel Pullman ferme ses portes - https://t.co/XKiuQxxqIF #Senegal #Kebetu #team221 #paris #buzz… https://t.co/FOow6Lh2qM,Paris
57,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
58,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
59,0,"@FantomePaladin @LorentzMathias @JulienBrygo Pourquoi traverser Paris,
Hôtel Dieu est en plein cœur de Paris. Moi,… https://t.co/1pXwHvGRhA",Paris
60,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
61,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
62,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
63,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
64,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
65,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
66,0,"Il y a d'ailleurs un jardin des combattants de la Nueve aux abords de l'hôtel de ville de Paris, inauguré en 2008 p… https://t.co/ZJwS5LBZUm",Paris
67,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
68,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
69,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
70,0,"RT @actazone: Pour permettre de garantir la sécurité des victimes de violences conjugales, le département de Seine-Saint-Denis a décidé lun…",Paris
71,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
72,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
73,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
74,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
75,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
76,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
77,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
78,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
79,0,"RT @architecturehub: Hôtel de la Païva. Paris, France
https://t.co/TJVfi1uIMq https://t.co/adXpLFOKPK",Paris
80,0,"Bon RIP les homestands OWL à Paris, du coup je me retrouve avec un hôtel où je peux reporter le séjour, mais pas le rembourser  -_-'",Paris
81,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
82,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
83,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
84,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
85,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
86,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
87,0,"@DominiqueReynie Paris <U+0001F49B> de l'urgence sanitaire &amp; démocratique.
La pandémie révèle l'échec d'Hidalgo (Hôtel-Dieu, S… https://t.co/Ph3QOeuAYV",Paris
88,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
89,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
90,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
91,0,Hailey Baldwin Leaves Her Hotel in Paris 10/02/2016 https://t.co/88DFBm5Wt2 https://t.co/CSdkY2oEq2,Paris
92,0,Neil Young - Rockin' In The Free World - Accor Hotel Arena Paris 2016 https://t.co/NrDYeZxbyx via @YouTube,Paris
93,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
94,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
95,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
96,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
97,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
98,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
99,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
100,0,@Tijurene Oublie pas tu c’est pas te battre ta oublier quand tu t’es fais niker dans l’hôtel à Paris,Paris
101,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
102,0,@johannes_mono Meanwhile in France: https://t.co/oK9sIHUkSk,Paris
103,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
104,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
105,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
106,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
107,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
108,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
109,0,RT @connorbibbs: On a encore une place dans notre chambre pour le concert de Niall à Paris pour le soir du concert si quelqu’un est intéres…,Paris
110,0,RT @connorbibbs: On a encore une place dans notre chambre pour le concert de Niall à Paris pour le soir du concert si quelqu’un est intéres…,Paris
111,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
112,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
113,0,@JosephC59476025 @mishtal @UKLabour @jeremycorbyn And wreaths were laid at the graves of people killed by Mossad in… https://t.co/b8e1KMjlHY,Paris
114,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
115,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
116,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
117,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
118,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
119,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
120,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
121,0,"RT @j_ardinera: Ray Chandler linked to the Standard Hotel, photographed with Paris Hilton, Mary Kate Olsen, Britney Spears https://t.co/YHX…",Paris
122,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
123,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
124,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
125,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
126,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
127,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
128,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
129,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
130,0,RT @connorbibbs: On a encore une place dans notre chambre pour le concert de Niall à Paris pour le soir du concert si quelqu’un est intéres…,Paris
131,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
132,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
133,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
134,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
135,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
136,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
137,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
138,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
139,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
140,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
141,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
142,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
143,0,RT @connorbibbs: On a encore une place dans notre chambre pour le concert de Niall à Paris pour le soir du concert si quelqu’un est intéres…,Paris
144,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
145,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
146,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
147,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
148,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
149,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
150,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
151,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
152,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
153,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
154,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
155,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
156,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
157,0,"RT @lepenjm: Nous sommes en guerre https://t.co/QNlH0MicE7 faut maintenant de toute urgence réouvrir l'hôpital militaire du Val-de-Grâce, i…",Paris
158,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
159,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
160,0,"RT @MiAldon: Le médecin urgentiste C. Prudhomme dénonce les manoeuvres à caractère publicitaire du gouv qui coûtent trop en moyens : TGV, h…",Paris
161,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
162,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
163,0,"RT @ActusNonStop: Enfants en foyer d urgence depuis 2 mois 
15 ans  placés dans des hôtels parisiens  les départements refusent de les pren…",Paris
164,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
165,0,@soylaqueves @SOYDECELAYA @Hans2412 @HLGatell Como se les olvida que @m_ebrard estado a los capitalinos con el desf… https://t.co/Ifz8crFUwA,Paris
166,0,"RT @RobKIRO7: Another piece of history lost to coronavirus: Rafael Gómez was the last surviving member of “La Nueve,” group of French-led S…",Paris
167,0,"Robert Palmer. Su último gesto de dandismo fue decirnos adiós para siempre desde el hotel Plaza Athénée, del Boulev… https://t.co/KU6A93pFTl",Paris
168,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
169,0,L'ASE <U+27A1><U+FE0F> obligation de protéger les enfants en pleine pandémie. Paris se voit refuser l’accueil dans les départemen… https://t.co/8jZn33VLSp,Paris
170,0,"RT @JulienBrygo: L’an passé, un tiers de l’Hôtel-Dieu était vendu par les Hôpitaux de Paris à un promoteur pour le transformer en boutiques…",Paris
